Month,Region,Category,Total_Sales_Amount,Total_Qty_Sold,Avg_Unit_Cost,Avg_Unit_Price,Avg_Discount_Sales,Num_Transactions,New_Customers,Returning_Customers,Online_Txn,Retail_Txn,Inventory_Level,Units_Sold_Online,Units_Ordered,Demand_Forecast,Avg_Price,Avg_Discount_Inv,Weather_Mode,Holiday_Days,Competitor_Pricing,Seasonality,COGS,Gross_Profit,Profit_Margin_Pct,Avg_Revenue_Per_Txn,Transport_Cost_Est,Net_Profit,Net_Profit_Margin,Spot_Sales_Ratio,Online_Sales_Ratio,Price_vs_Competitor,Fulfillment_Rate,Inventory_Coverage,Year,MonthNum,Quarter,Recommended_Price,Recommended_Order_Qty,Sales_Growth_MoM,Profit_Growth_MoM
2023-12-01,North,Furniture,2642680.3200000003,274,7623.3125,11844.5475,0.17635,4,1,3,2,2,331.0,231,320,279.0,8531.77,0.0589,Sunny,1,8045.87,Winter,30493.25,2612187.0700000003,98.84612415019612,660670.0800000001,609.865,2611577.205,98.82304663320002,0.5,0.5,3798.6775000000007,0.8279569892473119,36.24087591240876,2023,12,4,12705.520833333334,321.0,40.08874452424897,40.212720845447045
2024-01-01,North,Furniture,1973549.5,180,8600.4525,13428.9675,0.177375,4,1,3,1,3,413.0,172,213,186.0,4671.26,0.1068,Cloudy,1,5089.45,Spring,34401.81,1939147.69,98.25685598461047,493387.375,688.0362,1938459.6538,98.22199310430267,0.75,0.25,8339.517500000002,0.9247311827956989,68.83333333333333,2024,1,1,14334.0875,214.0,-25.320157528550414,-25.774369216857984
2024-02-01,North,Furniture,1631012.83,136,8881.606666666667,13720.300000000001,0.14916666666666667,3,1,2,2,1,284.0,166,248,216.0,7503.82,0.241,Sunny,0,6866.04,Spring,26644.82,1604368.01,98.36636355582806,543670.9433333334,532.8964,1603835.1136,98.33369082694463,0.3333333333333333,0.6666666666666666,6854.260000000001,0.7685185185185185,62.64705882352941,2024,2,1,14802.677777777779,248.0,-17.35637591051048,-17.26239385710344
2024-03-01,North,Furniture,1757541.1,216,6406.81,9978.576666666666,0.18400000000000002,3,0,3,2,1,278.0,272,307,267.0,7716.85,0.0529,Cloudy,0,7717.64,Spring,19220.43,1738320.6700000002,98.90640224572842,585847.0333333333,384.40860000000004,1737936.2614000002,98.88453029064299,0.3333333333333333,0.6666666666666666,2260.9366666666656,1.0,38.61111111111111,2024,3,1,10678.016666666668,307.0,7.757650195798882,8.36128020036886
2024-04-01,North,Furniture,2677436.83,362,6099.2525000000005,9565.6275,0.1539,4,2,2,1,3,324.0,261,340,296.0,15075.95,0.1669,Windy,0,16793.66,Summer,24397.010000000002,2653039.8200000003,99.08879232082575,669359.2075,487.94020000000006,2652551.8798,99.07056816724226,0.75,0.25,-7228.032499999999,0.8817567567567568,26.85082872928177,2024,4,2,10165.420833333335,340.0,52.33992707197572,52.626534051555396
2024-05-01,North,Furniture,3568389.17,326,8285.76,12777.5175,0.1451,4,2,2,1,3,325.0,311,394,343.0,5284.23,0.0989,Sunny,0,5215.44,Summer,33143.04,3535246.13,99.07120444488963,892097.2925,662.8608,3534583.2692,99.05262853378743,0.75,0.25,7562.0775,0.9067055393586005,29.9079754601227,2024,5,2,13809.6,394.0,33.276315990618535,33.25218240280012
2024-06-01,North,Furniture,1668185.71,155,7727.305,12321.41,0.10744999999999999,2,0,2,0,2,282.0,204,252,220.0,15817.59,0.2491,Rainy,0,14070.71,Summer,15454.61,1652731.0999999999,99.07356777441763,834092.855,309.0922,1652422.0077999998,99.05503912990598,1.0,0.0,-1749.2999999999993,0.9272727272727272,54.58064516129032,2024,6,2,12878.841666666667,253.0,-53.251015219284504,-53.249877511755415
2024-07-01,North,Furniture,2902346.65,293,7079.1425,11582.7325,0.15385,4,3,1,1,3,398.0,209,299,260.0,2980.02,0.1248,Windy,0,2791.15,Autumn,28316.57,2874030.08,99.02435603272959,725586.6625,566.3314,2873463.7486,99.00484315338419,0.75,0.25,8791.5825,0.8038461538461539,40.750853242320815,2024,7,3,11798.570833333333,299.0,73.9822270747062,73.89406187016776
2024-08-01,North,Furniture,2523612.98,236,8508.486666666666,12820.706666666665,0.1564,3,0,3,0,3,203.0,227,317,276.0,4227.08,0.2467,Cloudy,1,4334.24,Autumn,25525.46,2498087.52,98.9885350803672,841204.3266666667,510.5092,2497577.0108,98.96830578197454,1.0,0.0,8486.466666666665,0.822463768115942,25.805084745762713,2024,8,3,14180.81111111111,317.0,-13.049222428340867,-13.081311291403575
2024-09-01,North,Furniture,3099241.0300000003,370,6607.7225,10476.32,0.1793,4,2,2,1,3,279.0,265,312,272.0,17751.9,0.2003,Rainy,0,18341.88,Autumn,26430.89,3072810.14,99.14718185051906,774810.2575000001,528.6178,3072281.5222,99.13012548752943,0.75,0.25,-7865.560000000001,0.9742647058823529,22.62162162162162,2024,9,3,11012.870833333334,313.0,22.809680191136138,23.01048211586143
2024-10-01,North,Furniture,1932998.62,191,7600.59,11701.265,0.15200000000000002,2,1,1,1,1,360.0,221,338,294.0,18017.68,0.1544,Rainy,1,18358.75,Winter,15201.18,1917797.4400000002,99.2135959207255,966499.31,304.0236,1917493.4164000002,99.19786783914,0.5,0.5,-6657.485000000001,0.7517006802721088,56.54450261780105,2024,10,4,12667.650000000001,338.0,-37.62993580399263,-37.587314100469506
2024-11-01,North,Furniture,1115636.5699999998,128,7233.07,10582.244999999999,0.1538,2,1,1,1,1,257.0,231,302,263.0,10996.72,0.2476,Windy,1,11326.16,Winter,14466.14,1101170.43,98.70332862968091,557818.2849999999,289.3228,1100881.1072,98.67739520227452,0.5,0.5,-743.9150000000009,0.8783269961977186,60.234375,2024,11,4,12055.116666666667,302.0,-42.28466805630726,-42.587489595304575
2024-12-01,North,Furniture,2819120.03,259,7761.4400000000005,11884.1675,0.1618,4,2,2,1,3,265.0,233,300,261.0,15731.28,0.1464,Windy,1,14641.94,Winter,31045.760000000002,2788074.27,98.89874288183466,704780.0075,620.9152,2787453.3548,98.87671773947136,0.75,0.25,-2757.772500000001,0.89272030651341,30.694980694980696,2024,12,4,12935.733333333335,300.0,152.69161174951446,153.2020339498474
2022-01-01,South,Clothing,223156.13,129,1038.3200000000002,1817.85,0.15940000000000001,2,1,1,0,2,307.0,170,249,217.0,1411.04,0.335,Sunny,1,1558.54,Spring,2076.6400000000003,221079.49,99.06942282965741,111578.065,41.53280000000001,221037.9572,99.05081128625058,1.0,0.0,259.30999999999995,0.783410138248848,71.39534883720931,2022,1,1,1730.5333333333338,250.0,,
2022-02-01,South,Clothing,342134.85,271,779.9925000000001,1489.6625,0.1506,4,2,2,1,3,374.0,180,247,215.0,562.39,0.1682,Sunny,0,580.81,Spring,3119.9700000000003,339014.88,99.08808763562088,85533.7125,62.39940000000001,338952.4806,99.0698493883333,0.75,0.25,908.8525,0.8372093023255814,41.40221402214022,2022,2,1,1299.9875000000002,247.0,53.31635747581749,53.34582570961255
2022-03-01,South,Clothing,673940.71,351,1190.0825,2186.745,0.1556,4,1,3,0,4,367.0,319,368,320.0,860.43,0.0705,Sunny,0,915.39,Spring,4760.33,669180.38,99.29365744948099,168485.1775,95.2066,669085.1734,99.2795305984706,1.0,0.0,1271.355,0.996875,31.36752136752137,2022,3,1,1983.4708333333333,368.0,96.98101786473958,97.39792793833884
2022-04-01,South,Clothing,232351.63,180,901.365,1585.3700000000001,0.13605,2,1,1,0,2,365.0,314,354,308.0,2455.72,0.1497,Sunny,0,2412.24,Summer,1802.73,230548.9,99.22413714076376,116175.815,36.0546,230512.8454,99.20861988357903,1.0,0.0,-826.8699999999997,1.0,60.833333333333336,2022,4,2,1502.275,354.0,-65.52343157901828,-65.54805657572204
2022-05-01,South,Clothing,400311.30000000005,268,1088.4133333333334,1933.6166666666668,0.2125,3,0,3,1,2,367.0,330,427,372.0,1516.38,0.0719,Rainy,0,1371.53,Summer,3265.2400000000002,397046.06000000006,99.18432479922501,133437.1,65.3048,396980.7552000001,99.16801129520951,0.6666666666666666,0.3333333333333333,562.0866666666668,0.8870967741935484,41.082089552238806,2022,5,2,1814.0222222222224,428.0,72.28684817059387,72.21632682167225
2022-06-01,South,Clothing,334621.33,426,587.395,1037.48,0.266775,4,1,3,0,4,244.0,320,405,353.0,2455.03,0.1649,Windy,0,2174.67,Summer,2349.58,332271.75,99.29783914253164,83655.3325,46.9916,332224.7584,99.28379592538228,1.0,0.0,-1137.19,0.9065155807365439,17.183098591549296,2022,6,2,978.9916666666667,406.0,-16.40972163413824,-16.312124946050798
2022-07-01,South,Clothing,531244.2,331,1069.1833333333334,1888.4766666666667,0.15273333333333333,3,3,0,2,1,335.0,370,427,372.0,2579.6,0.0723,Windy,0,2590.3,Autumn,3207.55,528036.6499999999,99.39621929048825,177081.4,64.15100000000001,527972.499,99.38414367629802,0.3333333333333333,0.6666666666666666,-701.8233333333335,0.9946236559139785,30.362537764350453,2022,7,3,1781.9722222222224,428.0,58.759813667586556,58.920274799122254
2022-08-01,South,Clothing,232598.07,192,847.7,1498.2,0.19005,2,1,1,2,0,325.0,319,411,358.0,1893.13,0.2622,Cloudy,1,2042.13,Autumn,1695.4,230902.67,99.27110315231764,116299.035,33.908,230868.76200000002,99.256525215364,0.0,1.0,-543.9300000000001,0.8910614525139665,50.78125,2022,8,3,1412.8333333333335,412.0,-56.21635586797935,-56.27257812911197
2022-09-01,South,Clothing,241455.21,240,856.6633333333334,1461.0966666666666,0.2846666666666667,3,2,1,1,2,378.0,246,280,244.0,1498.64,0.2538,Sunny,0,1407.31,Autumn,2569.9900000000002,238885.22,98.93562454088276,80485.06999999999,51.399800000000006,238833.8202,98.91433703170041,0.6666666666666666,0.3333333333333333,53.78666666666663,1.0,47.25,2022,9,3,1427.7722222222224,281.0,3.807916376950149,3.4500372120503497
2022-10-01,South,Clothing,192861.79,266,484.845,884.57,0.222375,4,1,3,2,2,224.0,255,380,331.0,1752.89,0.3417,Sunny,1,1810.51,Winter,1939.38,190922.41,98.99441978631434,48215.4475,38.787600000000005,190883.6224,98.97430818204062,0.5,0.5,-925.9399999999999,0.770392749244713,25.263157894736842,2022,10,4,808.075,381.0,-20.125231507740082,-20.076803929965358
2022-11-01,South,Clothing,405034.60000000003,359,739.3433333333332,1329.1499999999999,0.12313333333333333,3,2,1,1,2,296.0,370,425,370.0,702.34,0.2344,Cloudy,1,676.65,Winter,2218.0299999999997,402816.57,99.45238505549897,135011.53333333335,44.3606,402772.2094,99.44143275660893,0.6666666666666666,0.3333333333333333,652.4999999999999,1.0,24.735376044568245,2022,11,4,1232.2388888888888,425.0,110.0128802081532,111.00406851876676
2022-12-01,South,Clothing,368636.64,347,801.9966666666668,1439.5333333333335,0.22926666666666665,3,0,3,1,2,246.0,485,566,493.0,2669.21,0.2294,Cloudy,1,2485.93,Winter,2405.9900000000002,366230.65,99.34732749300233,122878.88,48.119800000000005,366182.53020000004,99.33427404286238,0.6666666666666666,0.3333333333333333,-1046.3966666666663,0.9837728194726166,21.26801152737752,2022,12,4,1336.6611111111113,567.0,-8.986382891733202,-9.0844597382989
2023-01-01,South,Clothing,337697.26,260,895.2425000000001,1619.9299999999998,0.20167500000000002,4,1,3,0,4,284.0,152,192,167.0,1691.01,0.1412,Cloudy,1,1746.86,Spring,3580.9700000000003,334116.29000000004,98.93959163305027,84424.315,71.61940000000001,334044.6706,98.91838346571127,1.0,0.0,-126.93000000000006,0.9101796407185628,32.769230769230774,2023,1,1,1492.0708333333334,192.0,-8.392920464986876,-8.776458992308322
2023-02-01,South,Clothing,379733.94999999995,288,853.145,1544.4775,0.2143,4,2,2,1,3,335.0,273,331,288.0,2090.84,0.1418,Cloudy,0,1996.0,Spring,3412.58,376321.36999999994,99.10132343973984,94933.48749999999,68.2516,376253.1183999999,99.08334990853463,0.75,0.25,-451.52250000000004,0.9479166666666666,34.895833333333336,2023,2,1,1421.9083333333333,331.0,12.448039998903138,12.635569884766152
2023-03-01,South,Clothing,478206.02999999997,305,1040.055,1912.105,0.17370000000000002,4,1,3,2,2,351.0,243,355,309.0,1550.34,0.1655,Cloudy,0,1578.52,Spring,4160.22,474045.81,99.13003606416257,119551.50749999999,83.2044,473962.6056,99.11263678544582,0.5,0.5,333.58500000000004,0.7864077669902912,34.52459016393443,2023,3,1,1733.4250000000002,355.0,25.931860977929432,25.969083689061613
2023-04-01,South,Clothing,124999.53,161,530.655,969.4749999999999,0.1781,2,2,0,0,2,214.0,250,309,269.0,2144.4,0.065,Windy,0,2132.21,Summer,1061.31,123938.22,99.15094880756752,62499.765,21.2262,123916.9938,99.13396778371887,1.0,0.0,-1162.7350000000001,0.929368029739777,39.87577639751553,2023,4,2,884.425,309.0,-73.8607373896979,-73.85511170377445
2023-05-01,South,Clothing,462508.01,345,920.7775,1683.8899999999999,0.16194999999999998,4,0,4,2,2,265.0,271,319,278.0,2475.79,0.1919,Cloudy,0,2243.33,Summer,3683.11,458824.9,99.20366568354136,115627.0025,73.6622,458751.2378,99.18773899721216,0.5,0.5,-559.44,0.9748201438848921,23.043478260869566,2023,5,2,1534.6291666666668,320.0,270.0077992293251,270.20849500304774
2023-06-01,South,Clothing,153018.66,228,517.685,941.44,0.2716,2,1,1,0,2,291.0,230,322,280.0,1171.59,0.2794,Sunny,0,1144.11,Summer,1035.37,151983.29,99.32337010401216,76509.33,20.7074,151962.5826,99.30983750609239,1.0,0.0,-202.66999999999985,0.8214285714285714,38.28947368421053,2023,6,2,862.8083333333333,322.0,-66.9154573128366,-66.87473077375094
2023-07-01,South,Clothing,656462.74,473,1010.625,1872.825,0.25139999999999996,4,1,3,1,3,338.0,357,419,365.0,1435.82,0.1464,Rainy,0,1275.98,Autumn,4042.5,652420.24,99.38419962723246,164115.685,80.85000000000001,652339.39,99.37188361977711,0.75,0.25,596.845,0.9780821917808219,21.437632135306554,2023,7,3,1684.375,420.0,329.0082921912922,329.2763250260792
2023-08-01,South,Clothing,734745.7,351,1396.0725,2563.65,0.18775,4,2,2,0,4,178.0,375,422,367.0,2554.08,0.2577,Cloudy,1,2337.58,Autumn,5584.29,729161.4099999999,99.23996969291552,183686.425,111.6858,729049.7241999999,99.22476908677383,1.0,0.0,226.07000000000016,1.0,15.213675213675215,2023,8,3,2326.7875,422.0,11.924966221235955,11.75926754936567
2023-09-01,South,Clothing,264688.53,201,871.11,1591.96,0.18666666666666668,3,1,2,1,2,225.0,251,385,335.0,1056.09,0.3112,Rainy,0,959.41,Autumn,2613.33,262075.20000000004,99.01267727770448,88229.51000000001,52.2666,262022.93340000004,98.99293082325858,0.6666666666666666,0.3333333333333333,632.5500000000001,0.7492537313432835,33.582089552238806,2023,9,3,1451.8500000000001,385.0,-63.97549111209497,-64.05966222845461
2023-10-01,South,Clothing,264132.97,180,948.9833333333332,1761.2466666666667,0.12223333333333335,3,2,1,2,1,431.0,216,249,217.0,1774.31,0.2455,Cloudy,1,1665.93,Winter,2846.95,261286.01999999996,98.92215273239081,88044.32333333332,56.939,261229.08099999995,98.90059578703861,0.3333333333333333,0.6666666666666666,95.3166666666666,0.9953917050691244,71.83333333333333,2023,10,4,1581.6388888888887,250.0,-0.2098919813412592,-0.3029705795974058
2023-11-01,South,Clothing,230948.09,189,959.315,1750.45,0.29005000000000003,2,1,1,0,2,201.0,330,438,381.0,1136.04,0.1107,Rainy,1,1114.52,Winter,1918.63,229029.46,99.16923755463836,115474.045,38.372600000000006,228991.0874,99.15262230573111,1.0,0.0,635.9300000000001,0.8661417322834646,31.904761904761905,2023,11,4,1598.8583333333336,438.0,-12.56370228979744,-12.340890025180606
2023-12-01,South,Clothing,501853.58,400,900.8133333333332,1570.073333333333,0.18569999999999998,3,1,2,0,3,267.0,462,520,453.0,2089.35,0.3322,Sunny,1,1904.46,Winter,2702.4399999999996,499151.14,99.46150827498332,167284.52666666667,54.04879999999999,499097.0912,99.45073844048298,1.0,0.0,-334.386666666667,1.0,20.025,2023,12,4,1501.3555555555554,521.0,117.30146371853519,117.9548107600279
2024-01-01,South,Clothing,112798.95999999999,87,820.585,1520.28,0.16065000000000002,2,1,1,0,2,278.0,306,350,305.0,2102.45,0.1457,Cloudy,1,2042.76,Spring,1641.17,111157.79,98.54504864229244,56399.479999999996,32.8234,111124.9666,98.5159496151383,1.0,0.0,-522.48,1.0,95.86206896551724,2024,1,1,1367.6416666666669,351.0,-77.52353186361648,-77.73479978959253
2024-02-01,South,Clothing,488497.87,289,1123.23,2051.55,0.17165,4,2,2,2,2,228.0,156,227,198.0,2309.63,0.3313,Sunny,0,2461.79,Spring,4492.92,484004.95,99.08025801627343,122124.4675,89.8584,483915.0916,99.0618631765989,0.5,0.5,-410.2399999999998,0.7878787878787878,23.667820069204154,2024,2,1,1872.0500000000002,228.0,333.06948042783375,335.4692796821052
2024-03-01,South,Clothing,266350.96,176,930.935,1781.915,0.12755,2,1,1,1,1,273.0,229,290,253.0,1769.42,0.2463,Cloudy,0,1776.99,Spring,1861.87,264489.09,99.30097116976789,133175.48,37.2374,264451.85260000004,99.28699059316325,0.5,0.5,4.9249999999999545,0.9051383399209486,46.534090909090914,2024,3,1,1551.5583333333334,291.0,-45.475512513493655,-45.35160047899609
2024-04-01,South,Clothing,372147.82,326,861.615,1487.22,0.202675,4,0,4,2,2,388.0,250,282,246.0,2020.85,0.0581,Windy,0,2110.66,Summer,3446.46,368701.36,99.0739002582361,93036.955,68.92920000000001,368632.4308,99.05537826340081,0.5,0.5,-623.4399999999998,1.0,35.70552147239264,2024,4,2,1436.025,283.0,39.720848011961365,39.394913355959574
2024-05-01,South,Clothing,317935.52999999997,309,702.145,1277.0749999999998,0.206825,4,0,4,2,2,254.0,259,351,306.0,1851.82,0.2916,Sunny,0,1629.71,Summer,2808.58,315126.94999999995,99.11661964927292,79483.88249999999,56.1716,315070.77839999995,99.09895204225838,0.5,0.5,-352.6350000000002,0.8464052287581699,24.66019417475728,2024,5,2,1170.2416666666668,352.0,-14.567407650003172,-14.529826440869954
2024-06-01,South,Clothing,454611.7,288,1109.3533333333332,2024.9533333333331,0.19756666666666667,3,1,2,1,2,124.0,293,411,358.0,1529.33,0.2878,Rainy,0,1621.96,Summer,3328.0599999999995,451283.64,99.26793349137297,151537.23333333334,66.56119999999999,451217.0788,99.25329216120042,0.6666666666666666,0.3333333333333333,402.9933333333331,0.8184357541899442,12.916666666666668,2024,6,2,1848.9222222222222,412.0,42.98864301199683,43.21133844635847
2024-07-01,South,Clothing,784062.55,504,1060.48,1839.0475,0.162125,4,1,3,2,2,208.0,310,454,395.0,2211.89,0.1784,Windy,0,1969.25,Autumn,4241.92,779820.63,99.45898193964243,196015.6375,84.83840000000001,779735.7916,99.44816157843529,0.5,0.5,-130.2025000000001,0.7848101265822784,12.38095238095238,2024,7,3,1767.4666666666667,454.0,72.46862542253092,72.80724250812645
2024-08-01,South,Clothing,463841.31999999995,273,1182.5466666666669,2010.3066666666666,0.143,3,1,2,1,2,254.0,300,417,363.0,2481.25,0.1122,Cloudy,1,2536.94,Autumn,3547.6400000000003,460293.67999999993,99.23516085199137,154613.77333333332,70.95280000000001,460222.7271999999,99.21986406903119,0.6666666666666666,0.3333333333333333,-526.6333333333334,0.8264462809917356,27.912087912087912,2024,8,3,1970.9111111111115,417.0,-40.841286195852625,-40.97709350296292
2024-09-01,South,Clothing,392781.02,232,1083.2,2045.3999999999999,0.23296666666666666,3,1,2,1,2,294.0,217,330,287.0,2029.41,0.3376,Rainy,0,2227.49,Autumn,3249.6000000000004,389531.42000000004,99.17266878119518,130927.00666666667,64.992,389466.428,99.15612215681908,0.6666666666666666,0.3333333333333333,-182.08999999999992,0.7560975609756098,38.01724137931034,2024,9,3,1805.3333333333335,330.0,-15.319958989423355,-15.374360069195625
2024-10-01,South,Clothing,405370.53,299,866.555,1651.295,0.16245,4,2,2,1,3,362.0,273,301,262.0,1014.43,0.0562,Rainy,1,978.21,Winter,3466.22,401904.31000000006,99.14492550802842,101342.6325,69.3244,401834.9856000001,99.127824018189,0.75,0.25,673.085,1.0,36.32107023411371,2024,10,4,1444.2583333333332,301.0,3.205223612892505,3.1757699023033714
2024-11-01,South,Clothing,602989.87,468,942.3275000000001,1750.73,0.21425,4,0,4,2,2,371.0,404,499,434.0,2661.97,0.1616,Windy,1,2563.29,Winter,3769.3100000000004,599220.5599999999,99.37489662968963,150747.4675,75.38620000000002,599145.1738,99.36239456228344,0.5,0.5,-812.56,0.9308755760368663,23.78205128205128,2024,11,4,1570.5458333333336,499.0,48.750297659773146,49.10229205288985
2024-12-01,South,Clothing,745859.46,516,957.49,1662.85,0.1306,4,2,2,0,4,412.0,387,535,466.0,2552.03,0.2509,Windy,1,2521.89,Winter,3829.96,742029.5,99.4865037979139,186464.865,76.5992,741952.9008,99.47623387387216,1.0,0.0,-859.04,0.8304721030042919,23.953488372093023,2024,12,4,1595.8166666666668,536.0,23.693530705582155,23.83524615482766
2022-01-01,South,Electronics,1599009.52,246,6174.736666666667,8598.63,0.13986666666666667,3,1,2,1,2,359.0,264,323,281.0,14561.8,0.1811,Sunny,1,12935.83,Spring,18524.21,1580485.31,98.8415197177813,533003.1733333333,370.4842,1580114.8258,98.81835011213693,0.6666666666666666,0.3333333333333333,-4337.200000000001,0.9395017793594306,43.78048780487805,2022,1,1,10291.227777777778,323.0,,
2022-02-01,South,Electronics,2779753.6399999997,244,8689.7525,12006.91,0.097525,4,3,1,2,2,433.0,224,290,253.0,12962.74,0.1084,Sunny,0,11503.95,Spring,34759.01,2744994.63,98.7495650873579,694938.4099999999,695.1802,2744299.4498,98.72455638910506,0.5,0.5,502.9599999999991,0.8853754940711462,53.23770491803279,2022,2,1,14482.920833333335,291.0,73.84221952599755,73.6772166801601
2022-03-01,South,Electronics,2888607.06,200,10261.886666666667,14812.35,0.10823333333333333,3,1,2,2,1,332.0,168,218,190.0,19611.15,0.1155,Sunny,0,18857.26,Spring,30785.660000000003,2857821.4,98.9342385668752,962869.02,615.7132,2857205.6868,98.91292333821269,0.3333333333333333,0.6666666666666666,-4044.909999999998,0.8842105263157894,49.8,2022,3,1,17103.144444444446,218.0,3.915937672807601,4.114209803461066
2022-04-01,South,Electronics,1754075.21,197,6975.526666666666,9430.006666666666,0.1444,3,2,1,1,2,282.0,301,399,347.0,15637.49,0.1589,Sunny,0,15327.77,Summer,20926.579999999998,1733148.63,98.8069736188792,584691.7366666667,418.53159999999997,1732730.0983999998,98.78311309125678,0.6666666666666666,0.3333333333333333,-5897.763333333334,0.8674351585014409,42.944162436548226,2022,4,2,11625.877777777776,399.0,-39.27608797023435,-39.35578014543941
2022-05-01,South,Electronics,1533452.42,170,7387.15,10540.92,0.14095,2,0,2,1,1,362.0,213,266,232.0,3582.64,0.1771,Rainy,0,3257.42,Summer,14774.3,1518678.1199999999,99.03653352348552,766726.21,295.486,1518382.6339999998,99.01726419395523,0.5,0.5,7283.5,0.9181034482758621,63.882352941176464,2022,5,2,12311.916666666666,267.0,-12.57772692654382,-12.370505054302916
2022-06-01,South,Electronics,2258753.7,159,11264.6,15624.025,0.094,2,2,0,1,1,290.0,344,382,333.0,7388.99,0.1152,Windy,0,7178.43,Summer,22529.2,2236224.5,99.00258270744614,1129376.85,450.584,2235773.916,98.98263436159507,0.5,0.5,8445.595,1.0,54.716981132075475,2022,6,2,18774.333333333336,383.0,47.298583936500634,47.24706842241193
2022-07-01,South,Electronics,2792052.1799999997,292,8430.94,11236.050000000001,0.15443333333333334,3,3,0,0,3,316.0,365,412,359.0,10944.66,0.1501,Windy,0,11370.65,Autumn,25292.82,2766759.36,99.09411363508256,930684.0599999999,505.8564,2766253.5036,99.07599590778422,1.0,0.0,-134.59999999999854,1.0,32.465753424657535,2022,7,3,14051.566666666668,413.0,23.61029801522847,23.726888653798905
2022-08-01,South,Electronics,926941.0700000001,184,4141.205,6033.715,0.1542,2,0,2,2,0,292.0,283,339,295.0,13756.18,0.1535,Cloudy,1,14699.14,Autumn,8282.41,918658.66,99.10647933638327,463470.53500000003,165.6482,918493.0118,99.08860892311094,0.0,1.0,-8665.425,0.9593220338983051,47.60869565217391,2022,8,3,6902.008333333333,339.0,-66.80072540764621,-66.7964989251826
2022-09-01,South,Electronics,3440622.95,238,11916.616666666667,16693.346666666668,0.14880000000000002,3,2,1,0,3,348.0,266,319,278.0,10645.69,0.0348,Sunny,0,10393.61,Autumn,35749.85,3404873.1,98.96094833640518,1146874.3166666667,714.997,3404158.103,98.94016730313328,1.0,0.0,6299.736666666668,0.9568345323741008,43.865546218487395,2022,9,3,19861.027777777777,320.0,271.18033296334573,270.62427903820014
2022-10-01,South,Electronics,3300868.9400000004,317,8652.61,12036.115,0.12325,4,2,2,2,2,429.0,287,348,303.0,11476.16,0.1531,Sunny,1,12634.25,Winter,34610.44,3266258.5000000005,98.95147488042952,825217.2350000001,692.2088000000001,3265566.2912000003,98.9305043780381,0.5,0.5,-598.1350000000002,0.9471947194719472,40.5993690851735,2022,10,4,14421.016666666668,348.0,-4.061881003264245,-4.071250735324606
2022-11-01,South,Electronics,1592748.05,227,5818.55,8072.370000000001,0.111,2,1,1,0,2,318.0,329,413,360.0,9933.6,0.1676,Cloudy,1,9965.53,Winter,11637.1,1581110.95,99.26936969095645,796374.025,232.74200000000002,1580878.2079999999,99.25475708477558,1.0,0.0,-1893.1599999999999,0.9138888888888889,42.02643171806167,2022,11,4,9697.583333333334,414.0,-51.74761316030925,-51.58946207093922
2022-12-01,South,Electronics,5176515.1,545,7705.425,11274.6875,0.137425,4,0,4,1,3,312.0,415,470,409.0,18959.81,0.1362,Cloudy,1,18523.87,Winter,30821.7,5145693.399999999,99.40458591533906,1294128.775,616.4340000000001,5145076.965999999,99.39267763364585,0.75,0.25,-7249.182499999999,1.0,17.174311926605505,2022,12,4,12842.375,470.0,225.00526997976857,225.45688465837839
2023-01-01,South,Electronics,2904835.9,239,9159.046666666667,13497.413333333332,0.11246666666666667,3,0,3,1,2,215.0,191,280,244.0,13293.46,0.0505,Cloudy,1,13885.2,Spring,27477.14,2877358.76,99.05408976803129,968278.6333333333,549.5428,2876809.2172,99.03517156339193,0.6666666666666666,0.3333333333333333,-387.7866666666687,0.7827868852459017,26.98744769874477,2023,1,1,15265.077777777778,281.0,-43.884334462774,-44.08617720957917
2023-02-01,South,Electronics,3258972.98,223,11083.44,16033.56,0.10113333333333334,3,1,2,1,2,213.0,186,277,241.0,6892.06,0.0726,Cloudy,0,6839.49,Spring,33250.32,3225722.66,98.9797301111714,1086324.3266666667,665.0064,3225057.6536000003,98.95932471339484,0.6666666666666666,0.3333333333333333,9194.07,0.7717842323651453,28.654708520179373,2023,2,1,18472.4,277.0,12.191293835221462,12.105371267509724
2023-03-01,South,Electronics,2873932.08,232,10016.4025,14236.869999999999,0.116475,4,1,3,2,2,368.0,112,163,142.0,13698.78,0.1621,Cloudy,0,15131.56,Spring,40065.61,2833866.47,98.60589572457816,718483.02,801.3122000000001,2833065.1578,98.57801363906972,0.5,0.5,-894.6900000000005,0.7887323943661971,47.58620689655172,2023,3,1,16694.00416666667,163.0,-11.814792646731298,-12.15458878269773
2023-04-01,South,Electronics,1123777.13,134,6668.535,9829.65,0.1078,2,1,1,0,2,264.0,235,264,230.0,14455.47,0.0457,Windy,0,14235.57,Summer,13337.07,1110440.0599999998,98.81319261231094,561888.565,266.7414,1110173.3185999999,98.78945646455716,1.0,0.0,-4405.92,1.0,59.1044776119403,2023,4,2,11114.225,264.0,-60.89757521339892,-60.81370329434645
2023-05-01,South,Electronics,1180791.99,157,6862.66,9599.82,0.1316,2,1,1,1,1,313.0,243,348,303.0,10018.23,0.1993,Cloudy,0,10035.64,Summer,13725.32,1167066.67,98.83761745368885,590395.995,274.5064,1166792.1635999999,98.81436980276263,0.5,0.5,-435.8199999999997,0.801980198019802,59.80891719745223,2023,5,2,11437.766666666666,348.0,5.073502430148236,5.100000518063252
