Product_ID,Sale_Date,Region,Product_Category,Quantity_Sold,Unit_Cost,Unit_Price,Discount,Sales_Amount,Sales_Channel,Customer_Type
P010605,2023-01-15,South,Furniture,53,2764.07,4660.07,0.0862,225684.52,Retail,New
P010606,2023-01-15,South,Furniture,53,4725.77,7393.01,0.1334,339544.24,Retail,Returning
P010607,2023-01-15,West,Clothing,52,1169.08,2184.48,0.1522,96308.18,Retail,New
P010608,2023-01-15,West,Clothing,67,491.55,855.7,0.073,53144.38,Retail,New
P010609,2023-01-15,West,Clothing,49,617.42,1062.43,0.1333,45118.81,Online,Returning
P010610,2023-01-15,West,Electronics,65,2512.09,3568.95,0.0968,209527.54,Online,Returning
P010611,2023-01-15,West,Electronics,58,5983.63,7606.82,0.13,383831.29,Online,Returning
P010612,2023-01-15,West,Electronics,71,9074.58,12133.32,0.1506,731725.3,Online,Returning
P010613,2023-01-15,West,Electronics,60,2657.45,3665.46,0.1715,182209.54,Retail,New
P010614,2023-01-15,West,Food,74,89.42,131.33,0.0451,9280.04,Online,New
P010615,2023-01-15,West,Food,64,199.4,329.43,0.1332,18275.37,Retail,Returning
P010616,2023-01-15,West,Furniture,70,5643.01,8799.04,0.0823,565257.9,Retail,New
P010617,2023-01-15,West,Furniture,55,3067.12,4533.61,0.1222,218874.61,Retail,Returning
P010618,2023-01-15,West,Furniture,36,2095.14,2945.25,0.1284,92416.66,Retail,New
P010619,2023-01-15,West,Furniture,59,10803.9,18071.3,0.1095,949502.46,Online,Returning
P010620,2023-02-15,East,Clothing,56,1350.14,2571.46,0.0923,130705.89,Online,Returning
P010621,2023-02-15,East,Clothing,72,942.18,1554.16,0.0605,105131.46,Retail,New
P010622,2023-02-15,East,Clothing,63,833.43,1501.57,0.0852,86540.41,Retail,Returning
P010623,2023-02-15,East,Electronics,54,5762.71,8015.65,0.1353,374282.81,Retail,Returning
P010624,2023-02-15,East,Electronics,84,6293.7,8924.37,0.1746,618760.63,Retail,Returning
P010625,2023-02-15,East,Electronics,78,2210.61,3291.91,0.0368,247314.19,Retail,Returning
P010626,2023-02-15,East,Electronics,79,5822.88,7679.73,0.1601,509559.04,Online,New
P010627,2023-02-15,East,Food,73,353.23,604.37,0.0622,41376.7,Retail,Returning
P010628,2023-02-15,East,Food,54,321.42,533.04,0.0948,26055.62,Retail,New
P010629,2023-02-15,East,Food,71,361.56,547.64,0.1013,34944.05,Retail,New
P010630,2023-02-15,East,Furniture,51,8329.47,12167.88,0.0744,574391.09,Retail,New
P010631,2023-02-15,East,Furniture,66,7738.49,11782.05,0.0753,719078.68,Online,Returning
P010632,2023-02-15,North,Clothing,82,610.31,994.82,0.2394,62045.19,Online,New
P010633,2023-02-15,North,Clothing,27,1096.59,2157.55,0.0651,54460.05,Retail,Returning
P010634,2023-02-15,North,Electronics,66,2320.89,3160.06,0.1229,182923.56,Online,Returning
P010635,2023-02-15,North,Electronics,65,14888.9,21790.12,0.1634,1184909.64,Retail,Returning
P010636,2023-02-15,North,Food,81,426.89,698.66,0.0956,51183.95,Online,Returning
P010637,2023-02-15,North,Food,56,196.62,291.17,0.0775,15041.87,Online,Returning
P010638,2023-02-15,North,Furniture,41,8483.09,13297.57,0.1185,480569.08,Retail,Returning
P010639,2023-02-15,North,Furniture,57,9688.12,13869.97,0.05,751054.26,Retail,Returning
P010640,2023-02-15,South,Clothing,69,477.86,789.98,0.2946,38451.24,Retail,Returning
P010641,2023-02-15,South,Clothing,81,1099.52,2172.63,0.1177,155266.83,Retail,Returning
P010642,2023-02-15,South,Clothing,66,465.62,767.89,0.2989,35531.23,Online,New
P010643,2023-02-15,South,Clothing,72,1369.58,2447.41,0.146,150484.65,Retail,New
P010644,2023-02-15,South,Electronics,72,10742.59,15587.65,0.0836,1028496.14,Online,Returning
P010645,2023-02-15,South,Electronics,53,11014.49,16038.98,0.1581,715678.79,Retail,Returning
P010646,2023-02-15,South,Electronics,98,11493.24,16474.05,0.0617,1514798.05,Retail,New
P010647,2023-02-15,South,Food,60,285.6,437.07,0.0587,24683.31,Online,Returning
P010648,2023-02-15,South,Food,64,343.36,585.89,0.1468,31992.11,Online,New
P010649,2023-02-15,South,Food,74,469.65,754.92,0.0553,52773.04,Retail,Returning
P010650,2023-02-15,South,Furniture,82,7943.2,13291.83,0.212,858881.32,Retail,Returning
P010651,2023-02-15,South,Furniture,67,6394.91,9297.43,0.1903,504354.87,Retail,Returning
P010652,2023-02-15,West,Clothing,67,935.66,1762.46,0.3272,79443.61,Retail,New
P010653,2023-02-15,West,Clothing,60,744.03,1352.77,0.287,57871.22,Retail,Returning
P010654,2023-02-15,West,Electronics,38,6911.91,8829.07,0.0877,306086.91,Retail,Returning
P010655,2023-02-15,West,Electronics,57,7872.61,10701.43,0.0981,550130.41,Online,Returning
P010656,2023-02-15,West,Food,30,50.08,81.96,0.1001,2212.61,Retail,Returning
P010657,2023-02-15,West,Food,50,378.72,561.76,0.0457,26804.71,Online,New
P010658,2023-02-15,West,Food,52,286.37,422.56,0.1329,19053.65,Retail,New
P010659,2023-02-15,West,Food,57,328.99,547.24,0.0479,29697.48,Online,Returning
P010660,2023-02-15,West,Furniture,38,7558.31,11353.33,0.2106,340566.96,Retail,Returning
P010661,2023-02-15,West,Furniture,51,5661.28,8417.54,0.0787,395511.69,Online,Returning
P010662,2023-03-15,East,Clothing,97,396.74,776.91,0.2765,54520.21,Online,Returning
P010663,2023-03-15,East,Clothing,83,1056.11,2025.96,0.285,120223.43,Online,Returning
P010664,2023-03-15,East,Electronics,93,6200.3,9527.19,0.0854,810391.43,Retail,Returning
P010665,2023-03-15,East,Electronics,46,7494.53,11532.42,0.0318,513630.22,Retail,New
P010666,2023-03-15,East,Food,59,328.07,508.31,0.1336,25983.35,Retail,New
P010667,2023-03-15,East,Food,101,102.41,151.63,0.0446,14631.53,Retail,Returning
P010668,2023-03-15,East,Food,67,457.49,781.09,0.0456,49946.61,Online,Returning
P010669,2023-03-15,East,Furniture,75,3790.83,6387.43,0.1432,410444.79,Retail,New
P010670,2023-03-15,East,Furniture,75,4097.7,6816.73,0.0829,468858.4,Retail,New
P010671,2023-03-15,East,Furniture,78,10105.9,16681.86,0.2075,1031125.95,Online,Returning
P010672,2023-03-15,North,Clothing,62,1099.83,1813.44,0.1826,91908.35,Online,Returning
P010673,2023-03-15,North,Clothing,62,361.38,637.19,0.2035,31465.76,Retail,Returning
P010674,2023-03-15,North,Clothing,93,1306.98,2185.68,0.2017,162267.12,Retail,Returning
P010675,2023-03-15,North,Clothing,96,1451.75,2377.28,0.0794,210098.05,Online,New
P010676,2023-03-15,North,Electronics,53,10392.44,13227.12,0.1908,567268.87,Online,New
P010677,2023-03-15,North,Electronics,73,3650.28,4725.36,0.1182,304193.08,Online,Returning
P010678,2023-03-15,North,Food,90,360.83,603.74,0.0261,52918.03,Online,New
P010679,2023-03-15,North,Food,57,199.02,335.36,0.0738,17705.42,Retail,Returning
P010680,2023-03-15,North,Food,76,60.0,105.38,0.0254,7805.35,Retail,New
P010681,2023-03-15,North,Food,83,270.68,404.47,0.0266,32676.88,Retail,New
P010682,2023-03-15,North,Furniture,65,7242.75,11170.34,0.2345,555817.63,Retail,Returning
P010683,2023-03-15,North,Furniture,63,11921.4,17519.79,0.2249,855556.57,Retail,New
P010684,2023-03-15,North,Furniture,75,5692.99,8664.73,0.2456,490221.51,Retail,Returning
P010685,2023-03-15,South,Clothing,67,746.54,1349.66,0.0704,84061.94,Online,Returning
P010686,2023-03-15,South,Clothing,91,1368.17,2537.7,0.1879,187540.33,Retail,New
P010687,2023-03-15,South,Clothing,98,1059.36,2009.41,0.3482,128349.17,Online,Returning
P010688,2023-03-15,South,Clothing,49,986.15,1751.65,0.0883,78254.59,Retail,Returning
P010689,2023-03-15,South,Electronics,50,7439.06,10118.52,0.1309,439678.64,Retail,New
P010690,2023-03-15,South,Electronics,77,8132.62,11507.43,0.1269,773586.16,Online,Returning
P010691,2023-03-15,South,Electronics,55,12142.76,17217.1,0.0744,876490.61,Retail,Returning
P010692,2023-03-15,South,Electronics,50,12351.17,18104.43,0.1337,784176.67,Online,Returning
P010693,2023-03-15,South,Food,83,362.31,542.91,0.0615,42291.43,Retail,Returning
P010694,2023-03-15,South,Food,73,159.16,233.84,0.0614,16021.78,Online,Returning
P010695,2023-03-15,South,Furniture,77,2816.44,4150.36,0.1784,262559.77,Online,Returning
P010696,2023-03-15,South,Furniture,93,2777.8,4381.45,0.1132,361342.38,Retail,New
P010697,2023-03-15,West,Clothing,72,986.55,1662.41,0.1306,104057.11,Online,New
P010698,2023-03-15,West,Clothing,93,667.7,1215.11,0.2264,87421.13,Online,New
P010699,2023-03-15,West,Electronics,39,12044.72,17587.37,0.1284,597818.79,Online,Returning
P010700,2023-03-15,West,Electronics,40,9862.91,13497.26,0.1768,444442.37,Online,New
P010701,2023-03-15,West,Electronics,42,9246.26,13480.72,0.1426,485430.94,Retail,Returning
P010702,2023-03-15,West,Food,81,469.28,825.48,0.1136,59266.8,Online,New
P010703,2023-03-15,West,Food,66,453.82,690.71,0.0487,43367.54,Online,Returning
P010704,2023-03-15,West,Furniture,53,8586.38,12614.34,0.2016,533772.9,Retail,New
P010705,2023-03-15,West,Furniture,81,11753.89,18749.06,0.2369,1158886.92,Retail,Returning
P010706,2023-04-15,East,Clothing,86,481.65,806.6,0.1486,59061.94,Retail,Returning
P010707,2023-04-15,East,Clothing,95,740.35,1238.61,0.112,104492.42,Retail,Returning
P010708,2023-04-15,East,Clothing,95,777.94,1262.17,0.207,95082.61,Retail,Returning
P010709,2023-04-15,East,Clothing,96,471.79,876.02,0.2425,63706.35,Online,Returning
P010710,2023-04-15,East,Electronics,73,5476.4,8145.98,0.044,568485.97,Retail,Returning
P010711,2023-04-15,East,Electronics,116,13327.1,19721.75,0.0765,2112646.67,Retail,New
P010712,2023-04-15,East,Electronics,62,13093.28,17700.61,0.0391,1054482.46,Online,New
P010713,2023-04-15,East,Electronics,89,2827.9,3703.41,0.0309,319427.23,Retail,New
P010714,2023-04-15,East,Food,85,348.04,584.91,0.1256,43475.37,Retail,New
P010715,2023-04-15,East,Food,93,367.27,616.07,0.1081,51100.59,Online,Returning
P010716,2023-04-15,East,Food,105,125.99,183.58,0.1133,17092.75,Retail,New
P010717,2023-04-15,East,Furniture,95,8604.77,13700.29,0.1304,1131862.6,Retail,New
P010718,2023-04-15,East,Furniture,85,6510.6,10682.92,0.2462,684442.62,Retail,Returning
P010719,2023-04-15,East,Furniture,60,2990.94,4454.45,0.0778,246460.51,Retail,New
P010720,2023-04-15,East,Furniture,91,4924.13,6977.42,0.12,558777.42,Retail,Returning
P010721,2023-04-15,North,Clothing,83,657.93,1249.52,0.1679,86293.64,Online,New
P010722,2023-04-15,North,Clothing,55,953.11,1878.84,0.1607,86726.07,Retail,Returning
P010723,2023-04-15,North,Electronics,49,2432.48,3147.95,0.1007,138717.03,Online,Returning
P010724,2023-04-15,North,Electronics,34,8162.08,11315.54,0.1778,316339.14,Retail,Returning
P010725,2023-04-15,North,Food,108,419.11,690.53,0.0745,69023.95,Retail,New
P010726,2023-04-15,North,Food,87,388.45,623.12,0.0617,50866.21,Retail,New
P010727,2023-04-15,North,Furniture,81,5896.3,8626.8,0.05,663800.33,Retail,Returning
P010728,2023-04-15,North,Furniture,85,9294.07,13448.73,0.0741,1058466.13,Retail,Returning
P010729,2023-04-15,South,Clothing,79,718.6,1261.09,0.2364,76074.86,Retail,New
P010730,2023-04-15,South,Clothing,82,342.71,677.86,0.1198,48924.67,Retail,New
P010731,2023-04-15,South,Electronics,68,10924.68,16258.33,0.1792,907485.64,Retail,Returning
P010732,2023-04-15,South,Electronics,66,2412.39,3400.97,0.0364,216291.49,Retail,New
P010733,2023-04-15,South,Food,99,292.28,513.67,0.1315,44167.47,Online,Returning
P010734,2023-04-15,South,Food,93,205.51,296.39,0.0725,25567.58,Retail,Returning
P010735,2023-04-15,South,Food,75,50.27,77.34,0.0514,5502.57,Online,New
P010736,2023-04-15,South,Furniture,78,5995.63,8478.07,0.0948,598609.22,Retail,Returning
P010737,2023-04-15,South,Furniture,62,9242.8,14432.48,0.218,699744.77,Retail,Returning
P010738,2023-04-15,South,Furniture,77,11934.73,17813.0,0.1848,1118124.6,Retail,New
P010739,2023-04-15,South,Furniture,107,9489.3,13363.3,0.2229,1111111.13,Online,New
P010740,2023-04-15,West,Clothing,95,596.35,1150.65,0.1006,98310.06,Retail,Returning
P010741,2023-04-15,West,Clothing,73,1283.55,2489.76,0.1098,161802.54,Online,New
P010742,2023-04-15,West,Electronics,89,14382.72,21160.87,0.1057,1684199.67,Online,Returning
P010743,2023-04-15,West,Electronics,76,12787.68,18456.75,0.0999,1262575.31,Retail,New
P010744,2023-04-15,West,Electronics,54,7219.47,10699.8,0.0675,538796.31,Retail,Returning
P010745,2023-04-15,West,Food,59,433.82,640.78,0.1118,33580.02,Retail,Returning
P010746,2023-04-15,West,Food,95,278.66,456.58,0.0821,39814.09,Retail,Returning
P010747,2023-04-15,West,Furniture,77,11349.67,19061.44,0.2275,1133831.43,Retail,Returning
P010748,2023-04-15,West,Furniture,58,2224.89,3334.63,0.1127,171603.42,Online,Returning
P010749,2023-05-15,East,Clothing,116,758.55,1264.97,0.109,130741.05,Online,New
P010750,2023-05-15,East,Clothing,113,1071.35,1967.37,0.2588,164772.99,Online,Returning
P010751,2023-05-15,East,Electronics,81,8142.7,11122.14,0.1179,794641.95,Retail,New
P010752,2023-05-15,East,Electronics,94,7360.76,9423.53,0.1279,772530.76,Online,New
P010753,2023-05-15,East,Electronics,98,4627.94,6538.07,0.0652,598955.08,Retail,New
P010754,2023-05-15,East,Food,103,52.72,84.08,0.036,8348.44,Online,Returning
P010755,2023-05-15,East,Food,93,142.61,239.2,0.0911,20219.37,Retail,Returning
P010756,2023-05-15,East,Furniture,86,10704.45,17351.37,0.1103,1327636.96,Retail,New
P010757,2023-05-15,East,Furniture,112,1540.29,2388.41,0.1666,222929.12,Retail,New
P010758,2023-05-15,North,Clothing,88,608.48,1087.6,0.1181,84405.94,Retail,New
P010759,2023-05-15,North,Clothing,86,1453.86,2588.09,0.1967,178791.58,Retail,Returning
P010760,2023-05-15,North,Electronics,88,5890.02,8131.99,0.0831,656167.39,Retail,Returning
P010761,2023-05-15,North,Electronics,85,12286.7,17550.16,0.0877,1360984.74,Retail,New
P010762,2023-05-15,North,Food,75,227.77,331.73,0.0722,23082.41,Retail,Returning
P010763,2023-05-15,North,Food,112,335.63,503.34,0.1174,49754.38,Retail,New
P010764,2023-05-15,North,Food,70,181.36,304.6,0.0827,19558.12,Retail,Returning
P010765,2023-05-15,North,Furniture,52,7992.05,12835.31,0.1833,545063.97,Retail,Returning
P010766,2023-05-15,North,Furniture,75,2064.71,2894.41,0.1216,190685.26,Online,Returning
P010767,2023-05-15,South,Clothing,68,1426.46,2563.7,0.2603,128960.18,Retail,Returning
P010768,2023-05-15,South,Clothing,72,671.3,1313.87,0.2047,75234.2,Online,Returning
P010769,2023-05-15,South,Clothing,92,1036.96,1801.51,0.1075,147918.28,Retail,Returning
P010770,2023-05-15,South,Clothing,113,548.39,1056.48,0.0753,110395.35,Online,Returning
P010771,2023-05-15,South,Electronics,67,11185.85,15770.91,0.138,910827.64,Online,New
P010772,2023-05-15,South,Electronics,90,2539.47,3428.73,0.1252,269964.35,Retail,Returning
P010773,2023-05-15,South,Food,105,363.29,545.55,0.0321,55447.1,Retail,Returning
P010774,2023-05-15,South,Food,81,95.62,161.92,0.1255,11469.82,Online,Returning
P010775,2023-05-15,South,Food,91,370.3,639.68,0.0957,52637.53,Online,New
P010776,2023-05-15,South,Furniture,121,7713.03,11218.81,0.1833,1108600.22,Retail,Returning
P010777,2023-05-15,South,Furniture,125,5011.65,7798.06,0.0895,887505.41,Retail,New
P010778,2023-05-15,South,Furniture,75,2392.15,3660.55,0.1817,224667.59,Retail,New
P010779,2023-05-15,West,Clothing,72,1372.09,2414.35,0.1364,150128.62,Retail,Returning
P010780,2023-05-15,West,Clothing,70,1334.99,2314.55,0.3057,112495.16,Retail,Returning
P010781,2023-05-15,West,Clothing,81,704.72,1187.21,0.1344,83239.15,Retail,Returning
P010782,2023-05-15,West,Clothing,89,1239.6,2342.91,0.187,169516.69,Retail,Returning
P010783,2023-05-15,West,Electronics,63,3549.74,4508.91,0.039,272992.26,Retail,New
P010784,2023-05-15,West,Electronics,64,2586.97,3576.77,0.1735,189201.79,Online,Returning
P010785,2023-05-15,West,Food,55,205.79,339.39,0.0655,17443.26,Retail,Returning
P010786,2023-05-15,West,Food,81,154.11,241.86,0.1491,16668.88,Retail,New
P010787,2023-05-15,West,Food,95,282.74,483.89,0.1091,40955.83,Online,New
P010788,2023-05-15,West,Furniture,86,4460.14,6661.63,0.2349,438309.99,Retail,Returning
P010789,2023-05-15,West,Furniture,76,7237.27,10656.31,0.1187,713783.38,Retail,Returning
P010790,2023-05-15,West,Furniture,84,6904.79,9845.34,0.0532,783006.67,Retail,New
P010791,2023-05-15,West,Furniture,92,8672.7,14605.66,0.1651,1121827.76,Online,Returning
P010792,2023-06-15,East,Clothing,109,787.7,1525.57,0.2446,125612.57,Online,New
P010793,2023-06-15,East,Clothing,117,542.15,1055.67,0.2781,89161.84,Retail,New
P010794,2023-06-15,East,Electronics,63,6849.0,9030.61,0.1483,484564.89,Retail,Returning
P010795,2023-06-15,East,Electronics,83,4678.07,7141.49,0.0881,540512.44,Retail,Returning
P010796,2023-06-15,East,Food,106,59.45,86.27,0.078,8431.63,Online,Returning
P010797,2023-06-15,East,Food,106,460.95,721.0,0.1278,66655.5,Online,Returning
P010798,2023-06-15,East,Food,113,388.14,675.84,0.108,68125.08,Online,New
P010799,2023-06-15,East,Food,102,365.36,615.6,0.1408,53948.95,Online,Returning
P010800,2023-06-15,East,Furniture,72,4758.22,7226.45,0.0985,469079.97,Online,Returning
P010801,2023-06-15,East,Furniture,62,8224.0,13640.79,0.1982,678127.41,Retail,Returning
P010802,2023-06-15,East,Furniture,82,4376.88,6910.43,0.1478,482877.8,Online,Returning
P010803,2023-06-15,North,Clothing,83,647.09,1134.33,0.2491,70694.78,Online,Returning
P010804,2023-06-15,North,Clothing,100,1338.69,2446.85,0.2522,182972.39,Online,Returning
P010805,2023-06-15,North,Electronics,51,12366.13,17340.1,0.1576,745011.01,Online,Returning
P010806,2023-06-15,North,Electronics,102,13138.86,18272.55,0.0912,1693910.46,Retail,Returning
P010807,2023-06-15,North,Electronics,80,5834.3,8127.93,0.1587,547056.79,Retail,Returning
P010808,2023-06-15,North,Electronics,71,14958.52,20635.58,0.0489,1393487.99,Online,New
P010809,2023-06-15,North,Food,97,487.33,781.7,0.0578,71440.79,Retail,Returning
P010810,2023-06-15,North,Food,105,187.21,281.12,0.0368,28431.93,Retail,New
P010811,2023-06-15,North,Food,80,124.78,192.97,0.1422,13242.8,Retail,Returning
P010812,2023-06-15,North,Food,118,268.35,401.81,0.1358,40973.01,Retail,New
P010813,2023-06-15,North,Furniture,70,9064.8,13437.34,0.0869,858912.0,Online,New
P010814,2023-06-15,North,Furniture,56,9632.1,13838.19,0.1435,663700.73,Online,Returning
P010815,2023-06-15,South,Clothing,129,434.32,798.9,0.2205,80330.8,Retail,Returning
P010816,2023-06-15,South,Clothing,99,601.05,1083.98,0.3227,72687.86,Retail,New
P010817,2023-06-15,South,Electronics,106,8616.47,11949.24,0.0774,1168610.83,Retail,New
P010818,2023-06-15,South,Electronics,85,9537.78,12772.18,0.0774,1001573.14,Online,New
P010819,2023-06-15,South,Electronics,74,7714.32,10822.64,0.074,741614.79,Online,New
P010820,2023-06-15,South,Food,88,262.5,437.89,0.0711,35794.98,Retail,Returning
P010821,2023-06-15,South,Food,81,471.94,782.24,0.0941,57397.61,Retail,Returning
P010822,2023-06-15,South,Furniture,100,1649.06,2432.15,0.14,209167.58,Retail,New
P010823,2023-06-15,South,Furniture,97,7151.31,11158.41,0.1311,940435.95,Online,Returning
P010824,2023-06-15,West,Clothing,78,369.29,710.59,0.0677,51672.71,Online,New
P010825,2023-06-15,West,Clothing,81,1101.6,1837.47,0.3056,103358.11,Retail,New
P010826,2023-06-15,West,Electronics,93,6510.47,8990.34,0.1629,699898.67,Retail,New
P010827,2023-06-15,West,Electronics,70,12529.72,16623.45,0.0681,1084344.95,Retail,New
P010828,2023-06-15,West,Food,100,133.43,199.92,0.0867,18259.14,Retail,New
P010829,2023-06-15,West,Food,105,252.55,438.49,0.1058,41170.56,Retail,New
P010830,2023-06-15,West,Food,90,168.12,273.36,0.1134,21813.3,Retail,Returning
P010831,2023-06-15,West,Food,71,360.56,615.82,0.062,41013.06,Retail,New
P010832,2023-06-15,West,Furniture,48,8721.58,12905.99,0.1973,497265.93,Retail,Returning
P010833,2023-06-15,West,Furniture,53,4867.7,7080.56,0.1119,333279.29,Retail,Returning
P010834,2023-06-15,West,Furniture,83,6169.48,9709.1,0.2467,607076.2,Retail,Returning
P010835,2023-07-15,East,Clothing,97,895.25,1452.81,0.1976,113072.39,Retail,New
P010836,2023-07-15,East,Clothing,88,774.5,1446.3,0.2944,89799.71,Retail,Returning
P010837,2023-07-15,East,Clothing,103,442.83,728.37,0.1951,60387.57,Online,New
P010838,2023-07-15,East,Clothing,128,1353.23,2235.87,0.2646,210462.19,Retail,New
P010839,2023-07-15,East,Electronics,84,6766.83,9266.88,0.196,625849.57,Retail,Returning
P010840,2023-07-15,East,Electronics,97,5141.57,6576.32,0.0839,584399.95,Retail,Returning
P010841,2023-07-15,East,Food,79,55.67,91.64,0.0438,6922.91,Online,Returning
P010842,2023-07-15,East,Food,108,496.82,839.07,0.0494,86146.85,Retail,New
P010843,2023-07-15,East,Food,102,438.0,745.1,0.1479,64758.76,Retail,Returning
P010844,2023-07-15,East,Furniture,85,3864.19,6183.94,0.1719,435258.87,Online,Returning
P010845,2023-07-15,East,Furniture,102,5004.65,7880.26,0.2278,620684.19,Retail,Returning
P010846,2023-07-15,North,Clothing,104,833.55,1358.48,0.1848,115176.01,Online,Returning
P010847,2023-07-15,North,Clothing,95,363.26,646.84,0.2162,48164.37,Online,Returning
P010848,2023-07-15,North,Clothing,107,496.26,858.28,0.2363,70132.35,Retail,Returning
P010849,2023-07-15,North,Electronics,79,12846.22,18262.95,0.1399,1240944.4,Retail,Returning
P010850,2023-07-15,North,Electronics,57,2446.9,3520.87,0.0438,191889.97,Retail,New
P010851,2023-07-15,North,Food,83,149.15,219.7,0.0961,16483.41,Retail,Returning
P010852,2023-07-15,North,Food,75,350.12,534.1,0.1384,34514.38,Retail,Returning
P010853,2023-07-15,North,Food,88,192.08,314.8,0.0486,26356.95,Retail,Returning
P010854,2023-07-15,North,Furniture,76,5543.11,9353.03,0.1721,588513.73,Online,Returning
P010855,2023-07-15,North,Furniture,80,4388.54,6991.48,0.1182,493211.44,Retail,New
P010856,2023-07-15,North,Furniture,84,4430.87,7459.41,0.0549,592172.27,Retail,Returning
P010857,2023-07-15,North,Furniture,82,11743.82,16620.27,0.2144,1070708.59,Retail,Returning
P010858,2023-07-15,South,Clothing,117,947.03,1621.16,0.2804,136497.4,Online,New
P010859,2023-07-15,South,Clothing,131,377.09,691.34,0.2975,63621.23,Retail,Returning
P010860,2023-07-15,South,Clothing,119,1241.13,2433.69,0.1326,251221.58,Retail,Returning
P010861,2023-07-15,South,Clothing,106,1477.25,2745.11,0.2951,205122.53,Retail,Returning
P010862,2023-07-15,South,Electronics,87,5485.86,7397.07,0.0513,610535.58,Retail,Returning
P010863,2023-07-15,South,Electronics,94,13580.82,18819.35,0.1081,1577820.85,Online,Returning
P010864,2023-07-15,South,Electronics,97,12676.37,16840.6,0.1016,1467536.53,Online,New
P010865,2023-07-15,South,Electronics,68,13844.57,20624.83,0.1592,1179204.17,Online,Returning
P010866,2023-07-15,South,Food,117,334.35,537.85,0.0957,56904.12,Retail,Returning
P010867,2023-07-15,South,Food,112,135.25,212.12,0.1432,20355.15,Retail,New
P010868,2023-07-15,South,Food,99,286.45,422.52,0.0464,39890.26,Online,Returning
P010869,2023-07-15,South,Food,108,372.03,617.5,0.1361,57613.38,Retail,New
P010870,2023-07-15,South,Furniture,77,2863.5,4594.83,0.2217,275356.89,Online,New
P010871,2023-07-15,South,Furniture,81,10034.94,15799.15,0.1737,1057496.71,Retail,Returning
P010872,2023-07-15,South,Furniture,68,10261.81,14494.05,0.1995,788965.2,Retail,New
P010873,2023-07-15,West,Clothing,104,339.61,666.8,0.113,61513.1,Retail,Returning
P010874,2023-07-15,West,Clothing,88,561.27,1034.79,0.0644,85194.94,Retail,Returning
P010875,2023-07-15,West,Electronics,79,10397.06,13778.25,0.0566,1026820.16,Retail,Returning
P010876,2023-07-15,West,Electronics,82,11812.76,15907.64,0.1062,1165955.11,Online,New
P010877,2023-07-15,West,Electronics,78,6609.13,9372.31,0.0729,677751.27,Retail,New
P010878,2023-07-15,West,Electronics,78,13645.6,17588.82,0.1416,1177641.21,Retail,Returning
P010879,2023-07-15,West,Food,93,261.08,381.89,0.1264,31026.92,Retail,Returning
P010880,2023-07-15,West,Food,65,281.65,451.84,0.0339,28372.82,Retail,Returning
P010881,2023-07-15,West,Furniture,31,3231.81,4633.22,0.1232,125937.47,Online,New
P010882,2023-07-15,West,Furniture,60,2074.28,2904.98,0.0706,162001.42,Retail,New
P010883,2023-08-15,East,Clothing,78,1489.95,2501.48,0.2575,144866.63,Retail,Returning
P010884,2023-08-15,East,Clothing,94,1482.72,2768.54,0.1231,228211.16,Retail,Returning
P010885,2023-08-15,East,Clothing,98,759.4,1402.63,0.179,112847.22,Retail,New
P010886,2023-08-15,East,Clothing,98,1214.56,2376.91,0.3322,155549.82,Retail,New
P010887,2023-08-15,East,Electronics,86,5483.96,8310.5,0.1376,616331.02,Retail,New
P010888,2023-08-15,East,Electronics,72,11352.05,14392.96,0.0938,939084.31,Retail,New
P010889,2023-08-15,East,Electronics,93,10479.65,14393.34,0.1313,1162787.96,Online,New
P010890,2023-08-15,East,Food,122,460.67,689.51,0.0209,82361.08,Online,New
P010891,2023-08-15,East,Food,84,396.51,650.93,0.1485,46558.38,Retail,New
P010892,2023-08-15,East,Food,87,380.46,611.38,0.0477,50651.85,Online,New
P010893,2023-08-15,East,Furniture,97,11804.53,18771.58,0.1332,1578248.18,Online,Returning
P010894,2023-08-15,East,Furniture,98,10118.91,14998.84,0.064,1375793.56,Retail,Returning
P010895,2023-08-15,East,Furniture,90,6181.81,9981.53,0.1964,721926.76,Online,Returning
P010896,2023-08-15,North,Clothing,98,900.04,1499.48,0.2247,113933.73,Retail,Returning
P010897,2023-08-15,North,Clothing,89,1369.23,2619.19,0.2645,171454.25,Online,Returning
P010898,2023-08-15,North,Electronics,70,3876.06,4985.37,0.0328,337517.63,Online,Returning
P010899,2023-08-15,North,Electronics,83,6160.21,8634.72,0.0576,675381.59,Retail,Returning
P010900,2023-08-15,North,Electronics,76,13229.27,18175.64,0.1596,1160883.65,Retail,Returning
P010901,2023-08-15,North,Food,78,387.74,650.97,0.0389,48799.4,Retail,New
P010902,2023-08-15,North,Food,71,492.02,768.79,0.0431,52230.02,Online,Returning
P010903,2023-08-15,North,Food,53,318.93,534.68,0.0238,27663.84,Retail,New
P010904,2023-08-15,North,Furniture,75,3644.69,5792.54,0.1217,381548.19,Retail,Returning
P010905,2023-08-15,North,Furniture,78,11125.94,18282.74,0.1402,1226083.75,Retail,Returning
P010906,2023-08-15,North,Furniture,80,6669.85,9702.09,0.1428,665340.35,Retail,Returning
P010907,2023-08-15,South,Clothing,89,1421.87,2629.54,0.3196,159233.28,Retail,New
P010908,2023-08-15,South,Clothing,88,1415.92,2527.61,0.1045,199188.25,Retail,Returning
